time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1411.0216412378827,1.8499969e+04,1.6790165e+01,9.4704184e-04,132167,270.23148,484.70577,1.7356529e+04,1.5443427e+01,1.2641646e+03,4.4070387e+00,1.8499969e+04,1.6790165e+01,0,,,,,270.23148,6.3605508e-04,484.70577,7.6523842e-04,1.4060581e-01,-4.9556635e-02
1411.0230301284178,1.8479281e+04,1.6786253e+01,9.4704406e-04,132168,270.22637,484.69736,1.7338039e+04,1.5439828e+01,1.2658503e+03,4.4136634e+00,1.8479281e+04,1.6786253e+01,0,,,,,270.22637,6.3578662e-04,484.69736,7.6508545e-04,1.3370883e-01,-5.8030356e-02
1411.0244190189514,1.8493479e+04,1.6795784e+01,9.4704627e-04,132169,270.23067,484.70140,1.7351734e+04,1.5448594e+01,1.2665931e+03,4.4142542e+00,1.8493479e+04,1.6795784e+01,0,,,,,270.23067,6.3603261e-04,484.70140,7.6398859e-04,1.3961555e-01,-5.2942183e-02
1411.025807909427,1.8497836e+04,1.6791130e+01,9.4704842e-04,132170,270.22827,484.69943,1.7364799e+04,1.5444314e+01,1.2608816e+03,4.4081941e+00,1.8497836e+04,1.6791130e+01,0,,,,,270.22827,6.3471345e-04,484.69943,7.6381204e-04,1.3641182e-01,-5.5148996e-02
1411.0271967999613,1.8496906e+04,1.6790306e+01,9.4705063e-04,132171,270.22877,484.69917,1.7364584e+04,1.5443557e+01,1.2601897e+03,4.4048114e+00,1.8496906e+04,1.6790306e+01,0,,,,,270.22877,6.3414226e-04,484.69917,7.6327042e-04,1.3723895e-01,-5.5704478e-02
1411.0285856904957,1.8510135e+04,1.6791800e+01,9.4705285e-04,132172,270.23428,484.71139,1.7360564e+04,1.5444931e+01,1.2636218e+03,4.4162493e+00,1.8510135e+04,1.6791800e+01,0,,,,,270.23428,6.3602126e-04,484.71139,7.6442817e-04,1.4270972e-01,-3.9861012e-02
1411.0299745810294,1.8481594e+04,1.6776325e+01,9.4705506e-04,132173,270.22524,484.68657,1.7327152e+04,1.5430697e+01,1.2641263e+03,4.4081750e+00,1.8481594e+04,1.6776325e+01,0,,,,,270.22524,6.3685497e-04,484.68657,7.6706504e-04,1.3143310e-01,-6.9397524e-02
1411.0313634715637,1.8494873e+04,1.6791855e+01,9.4705727e-04,132174,270.22826,484.70277,1.7355039e+04,1.5444981e+01,1.2615530e+03,4.4141841e+00,1.8494873e+04,1.6791855e+01,0,,,,,270.22826,6.3511921e-04,484.70277,7.6561153e-04,1.3760921e-01,-5.1280964e-02
1411.032752362098,1.8456748e+04,1.6766632e+01,9.4705948e-04,132175,270.23842,484.71452,1.7298348e+04,1.5421781e+01,1.2643208e+03,4.4254274e+00,1.8456748e+04,1.6766632e+01,0,,,,,270.23842,6.3936441e-04,484.71452,7.6774764e-04,1.4661983e-01,-3.7145536e-02
1411.0341412526318,1.8503074e+04,1.6790806e+01,9.4706169e-04,132176,270.23005,484.70355,1.7366338e+04,1.5444016e+01,1.2650243e+03,4.4084802e+00,1.8503074e+04,1.6790806e+01,0,,,,,270.23005,6.3533563e-04,484.70355,7.6322159e-04,1.4013445e-01,-5.0563410e-02
1411.0355301431664,1.8469016e+04,1.6790985e+01,9.4706391e-04,132177,270.22419,484.69898,1.7328545e+04,1.5444182e+01,1.2691934e+03,4.4162588e+00,1.8469016e+04,1.6790985e+01,0,,,,,270.22419,6.3666480e-04,484.69898,7.6637469e-04,1.3202350e-01,-5.6675836e-02
1411.0369190337008,1.8460145e+04,1.6780415e+01,9.4706612e-04,132178,270.22903,484.69853,1.7315510e+04,1.5434459e+01,1.2718651e+03,4.4194221e+00,1.8460145e+04,1.6780415e+01,0,,,,,270.22903,6.3644524e-04,484.69853,7.6649099e-04,1.3729614e-01,-5.6205578e-02
